experiment_id,template,question_id,question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,question_type,timestamp,experiment_timestamp,model_used,num_questions
final_targeted_20250708_160041,search_and_answer,273,What is the most well-known algorithm associated with the integer factorization problem?,the general number field sieve,grover's algorithm,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:38.215159,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,274,What is the unproven assumption generally ascribed to the value of complexity classes?,suspected to be unequal,ask the audience,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:38.599164,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,275,What is an expression that can be used to illustrate the suspected inequality of complexity classes?,P ⊆ NP ⊆ PP ⊆ PSPACE,linear mixed model,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:38.745752,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,276,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located?",between P and PSPACE,'Where do you think you are ',0.0,0.0,0.0,7,SQuAD baseline,2025-07-08T16:05:38.930643,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,277,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory?,Proving that any of these classes are unequal,hierarchy,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:39.076556,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,278,In what complexity class do complement problems of NP problems exist?,co-NP,decision problems,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:39.439359,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,279,How do the yes/no answers of a complement problem of NP appear?,reversed,question / answer search,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:39.838598,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,280,What is commonly believed to be the value relationship between P and co-NP,not equal,p and n,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:39.986130,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,281,What implication can be derived for P and NP if P and co-NP are established to be unequal?,P is not equal to NP,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:05:40.106338,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,282,What variable is associated with all problems solved within logarithmic space?,L,variable a against variable b,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:05:40.264824,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,283,"Though unkown, what are the most commonly ascribed attributes of L in relation to P",strictly contained in P or equal to P,alexander calder,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:40.666869,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,284,What lies between L and P that prevents a definitive determination of the relationship between L and P?,complexity classes,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:41.065588,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,285,What are two complexity classes between L and P?,NL and NC,l and p,0.0,0.3333333333333333,0.3333333333333333,3,SQuAD baseline,2025-07-08T16:05:41.212607,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,286,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P?,if they are distinct or equal classes,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:41.359349,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,287,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what?,intractable problems,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:41.515998,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,288,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm?,exponential-time algorithms,root - finding algorithm,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:41.907183,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,289,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable?",NP-complete problems,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:42.303998,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,290,What eponymous variation of arithmetic presents a decision problem not evidenced in P?,Presburger arithmetic,factorials n!,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:42.460815,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,291,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time?",algorithms have been written,Satisficing,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:42.595333,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,292,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?,NP-complete knapsack problem,the eight queens puzzle,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:42.741052,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,293,How quickly can an algorithm solve an NP-complete knapsack problem?,in less than quadratic time,quadratic knapsack problem,0.0,0.25,0.2,3,SQuAD baseline,2025-07-08T16:05:43.165831,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,294,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms?,NP-complete Boolean satisfiability problem,seekers,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:43.567314,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,295,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems?,foundations were laid out,empiricism,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:43.705618,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,296,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems?,Alan Turing,john berners - lee,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:43.912626,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,297,What theoretical device is attributed to Alan Turing?,Turing machines,turing's wager,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:44.136275,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,298,In what year was the Alan Turing's definitional model of a computing device received?,1936,1950,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:44.433310,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,299,In the most basic sense what did a Turing machine emulate?,a computer,a human,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T16:05:44.794346,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,300,What paper is commonly considered the bellwether ushering in systematic studies computational complexity?,On the Computational Complexity of Algorithms,',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:44.946234,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,301,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""?",Juris Hartmanis and Richard Stearns,alonzo church,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:45.108900,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,302,In what year was Hatmanis and Stearn's seminal work in computational complexity received? ,1965,1990,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:45.266252,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,303,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""?",time and space,computational complexity,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:45.633443,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,304,"In what year did Edmond's characterize a ""good"" algorithm?",1965,1990,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:46.035082,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,305,Who provided a definition of linear bounded automata in 1960?,John Myhill,michael lukovitch setlin,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:46.219725,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,306,In what year did Raymond Sullivan publish a study of rudimentary sets?,1961,"march 28, 1992",0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:46.371428,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,307,"In 1962, who was responsible for the authorship of a paper published on real time-computations?",Hisao Yamada,alan turing,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:46.657476,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,308,What is the concrete choice typically assumed by most complexity-theoretic theorems?,input encoding,decision problem,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:46.916413,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,309,"In the effort of maintaining a level of abstraction, what choice is typically left independent?",encoding,'what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:47.326322,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,310,Who is responsible for axiomatic complexity theory?,Manuel Blum,james bieri,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:47.476296,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,311,What theorem was implicated by Manuel Blum's axioms?,speed-up theorem,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:47.611437,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,312,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""",madagascar,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:47.768153,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,313,"How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address?",21,',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:48.150974,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,314,What is Southern California often abbreviated as?,SoCal,santa california,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:48.557428,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,315,"Despite being traditionall described as ""eight counties"", how many counties does this region actually have?",10 counties,nineteen,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:48.691326,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,316,What is a major importance of Southern California in relation to California and the United States?,economic center,the battle of the alaska,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:05:48.857827,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,317,"What are the ties that best described what the ""eight counties"" are based on?",demographics and economic ties,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:49.021551,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,318,The reasons for the las two counties to be added are based on what?,historical political divisions,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:49.444264,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,319,What is the name of the region that is not defined by the eight or 10 county definitions?,Southern California Megaregion,'north america ',0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:49.845341,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,320,How many megaregions are there in the United States?,11,11,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T16:05:49.966617,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,321,What is the name of the state that the megaregion expands to in the east?,Nevada,ohio,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:50.096990,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,322,Which border does the megaregion extend over?,Mexican,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:05:50.219011,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,323,What is the name of the area past the border that the megaregion extends into?,Tijuana,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:50.476261,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,324,Which coastline does Southern California touch?,Pacific,southern california bight,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:50.844806,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,325,How many metropolitan areas does Southern California's population encompass?,seven,11 megaregions,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:51.154060,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,326,How many inhabitants does the Los Angeles area contain?,12 million,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:05:51.276908,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,327,Which of the three heavily populated areas has the least number of inhabitants?,San Diego,afghanistan,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:51.421130,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,328,How many people does the Greater Los Angeles Area have?,17.5 million,apping l.a.,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:51.578994,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,329,What is the name of the water body that is found to the east?,Colorado River,east sea,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:51.965299,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,330,What is the name of the desert on the border of Arizona?,Colorado Desert,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:05:52.349339,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,331,What is the name of the desert near the border of Nevada?,Mojave Desert,the,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:52.482801,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,332,What is the name of the border to the south?,Mexico–United States border,south america,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:52.630692,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,333,The cities of Los Angeles and San Diego are a part of which state?,California,california,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T16:05:52.805334,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,334,What is the population of Los Angeles?,"3,792,621",,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:05:53.151033,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,335,Which city is the most populous in California?,Los Angeles,los angeles,1.0,1.0,1.0,2,SQuAD baseline,2025-07-08T16:05:53.548201,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,336,What is the eighth most populous city in the nation?,San Diego,san antonio,0.0,0.5,0.5,2,SQuAD baseline,2025-07-08T16:05:53.698124,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,337,In which cardinal direction from Los Angeles is San Diego?,south,san diego,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:53.887396,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,338,"Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county?",Los Angeles,san diego,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:54.045217,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,339,What country are all the counties in?,United States,england,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:54.406216,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,340,"What are Los Angeles, Orange, San Diego, San Bernardino and Riverside?",counties,southern california,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:54.822672,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,341,What is the lowest ranking one of the counties could have in terms of most populous counties in the United States?,15,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:54.969599,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,342,What is the smallest geographical region discussed?,counties,northern europe,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:55.121390,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,343,What is the name given to the district that is associated with the motion picture industry?,Hollywood,district of los angeles,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:05:55.281464,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,344,Which city does the Hollywood district belong to?,Los Angeles,los angeles,1.0,1.0,1.0,2,SQuAD baseline,2025-07-08T16:05:55.688500,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,345,Which company owns ABC?,The Walt Disney Company,australian broadcasting corporation,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:56.121810,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,346,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles?",music,the television industry,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:56.262650,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,347,"Other than Universal and Warner Brothers, what other company runs a major record company?",Sony,sony music entertainment,0.0,0.5,1.0,3,SQuAD baseline,2025-07-08T16:05:56.410957,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,348,"Other than surf, what other culture is southern California home to?",skateboard,american culture,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:56.547832,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,349,What is the name of the professional skateboarder that lives in southern California?,Tony Hawk,los angeles,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:56.950945,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,350,What famous snowbaorder lives in southern California?,Shaun White,los angeles,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:57.351369,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,351,Southern California is second to which island in terms of famous serf breaks?,Oahu,island of california,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:57.509093,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,352,What is the shortened name of the annual yacht race that takes place?,Transpac,yacht racing,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:57.671144,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,353,What is the name of the desert city?,Palm Springs,lost city of the kalahari,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:05:57.923144,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,354,Other than the desert city why do many locals and tourists frequent southern California?,beaches,salt lake city,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:58.244932,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,355,Which region of California is Palm Springs located in?,southern,san diego county,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:58.660931,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,356,"Other than for its resort feel, what is Palm Springs popular for?",open spaces,filming location,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:58.803238,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,357,"Geographically speaking, where is California's north - south midway point in terms of latitude?","37° 9' 58.23""",?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:58.963336,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,358,How many miles south of San Jose is the north - south midway point located?,11,160 miles,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:59.094649,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,359,"The term ""southern"" California usually refers to how many of the southern-most counties of the state?",ten,seven,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:05:59.453011,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,360,"Other than Point Conception, what landmark is used in the other definition of southern California?",Tehachapi Mountains,mount olympus,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:05:59.855196,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,361,Point Conception is an example of a landmark among what boundary of southern California?,northern,point conception lighthouse,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:05:59.994585,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,362,Which country used to rule California?,Mexico,spain,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:00.131147,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,363,Los Angeles is in the lower part of what?,Alta California,in the lower part,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:06:00.281589,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,364,Which Californio is located in the upper part?,Monterey,"hidden, or façade",0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:06:00.695515,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,365,What was the name of the legislation passed in 1850?,the Missouri Compromise,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:06:01.033954,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,366,The legislation allowed California to be admitted to the Union as what kind of state?,free,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:01.177596,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,367,"Other than land laws, what else were the Californios dissatisfied with?",inequitable taxes,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:01.310453,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,368,What was the name given to the regions in which the pro - slavery southerners lived?,Cow Counties,the south,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:01.462997,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,369,How many times did southern California attempt to achieve a separate statehood?,three,three,1.0,1.0,1.0,1,SQuAD baseline,2025-07-08T16:06:01.605742,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,370,What was the percentage of people that voted in favor of the Pico Act of 1859?,75,60 % ( estimated ),0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:06:02.001871,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,371,Which Senator was a strong advocate for the Pico Act?,Milton Latham,charles sumner,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:02.392812,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,372,Which newspaper defined southern California?,Los Angeles Times,the,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:02.525328,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,373,In which year did the newspaper define southern California?,1900,1918,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:02.653695,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,374,In which year did the newspaper change its previous definition?,1999,1990,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:02.786281,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,375,What was the newer county added to the list?,Imperial,october 1963,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:03.182089,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,376,How many counties initially made up the definition of southern California?,seven,nineteen,0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:03.515612,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,377,Which organizations most commonly divide and promote the state?,regional tourism groups,union of soviet socialist republics,0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:06:03.713196,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,378,"Other than the Automobile Club of Southern California, what other AAA Auto Club chose to simplify the divide?",California State Automobile Association,automobile club of southern california,0.0,0.4444444444444445,0.5,5,SQuAD baseline,2025-07-08T16:06:03.887404,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,379,The two AAA clubs divided the state into a northern and southern California as opposed to what point of view?,three-region,"northern and southern california, respectively",0.0,0.0,0.0,5,SQuAD baseline,2025-07-08T16:06:04.137822,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,380,Which mountain range influenced the split of the regions?,Tehachapis,the himalayas,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:04.459824,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,381,"In the definition based off the mountain range, which region would the desert portions of north Los Angeles County be included in?",southern,?',0.0,0.0,0.0,1,SQuAD baseline,2025-07-08T16:06:04.831806,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,382,Where does southern California's megalopolis standard in terms of population nationwide?,third,los angeles,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:04.997920,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,383,"Although southern california consts of a heavily developed urban environment, how much of it has been left undeveloped?",vast areas,,0.0,0.0,0.0,0,SQuAD baseline,2025-07-08T16:06:05.121413,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,384,"Southern Californian communities are well known to be large, spread - out, and what other characteristic?",suburban,spread - out,0.0,0.0,0.0,3,SQuAD baseline,2025-07-08T16:06:05.262204,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,385,"Outside of its use of automobiles, what else is southern California famous for using?",highways,'genealogy ',0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:05.644824,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,386,What kind of region can be found inside the urban area of southern California?,international metropolitan,urban agglomeration,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:06.054078,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,387,What is the main gap to continued urbanization?,Camp Pendleton,what turns you on?,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:06:06.211138,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,388,"Other than the San Diego metropolitan area, what other area are the communities along Interstates 15 and 215 connected with?",Inland Empire,san diego metropolitan area,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:06:06.372317,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,389,Who considers Los Angeles County to be a separate metropolitan area?,United States Census Bureau,los angeles county assessor,0.0,0.0,0.0,4,SQuAD baseline,2025-07-08T16:06:06.539265,20250708_161845,facebook/rag-token-nq,500
final_targeted_20250708_160041,search_and_answer,390,Other than L.A. which other county do many people commute to?,Orange,san antonio,0.0,0.0,0.0,2,SQuAD baseline,2025-07-08T16:06:06.935682,20250708_161845,facebook/rag-token-nq,500
