experiment_id,template,question_id,original_question,base_question,formatted_question,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,had_original_question_mark,timestamp
question_mark_20250710_060653,without_question_mark,194,Concrete bounding of computation time frequently produces complexity classes contingent upon what?,Concrete bounding of computation time frequently produces complexity classes contingent upon what,Concrete bounding of computation time frequently produces complexity classes contingent upon what,chosen machine model,,0.0,0.0,0.0,0,True,2025-07-10T06:12:08.734435
question_mark_20250710_060653,without_question_mark,195,A multi-tape Turing machine requires what type of time for a solution?,A multi-tape Turing machine requires what type of time for a solution,A multi-tape Turing machine requires what type of time for a solution,linear time,computation time,0.0,0.5,0.5,2,True,2025-07-10T06:12:09.239252
question_mark_20250710_060653,without_question_mark,196,A language solved in quadratic time implies the use of what type of Turing machine?,A language solved in quadratic time implies the use of what type of Turing machine,A language solved in quadratic time implies the use of what type of Turing machine,single-tape Turing machines,classified by scope,0.0,0.0,0.0,3,True,2025-07-10T06:12:09.730611
question_mark_20250710_060653,without_question_mark,197,What thesis specifies that a polynomial relationship exists within time complexities in a computational model? ,What thesis specifies that a polynomial relationship exists within time complexities in a computational model?,What thesis specifies that a polynomial relationship exists within time complexities in a computational model?,Cobham-Edmonds thesis,time hierarchy,0.0,0.0,0.0,2,False,2025-07-10T06:12:10.407783
question_mark_20250710_060653,without_question_mark,198,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class?,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class,Decision problems capable of being solved by a deterministic Turing machine while maintaining adherence to polynomial time belong to what class,complexity class P,undecidable,0.0,0.0,0.0,1,True,2025-07-10T06:12:11.137064
question_mark_20250710_060653,without_question_mark,199,What are two examples of measurements are bound within algorithms to establish complexity classes?,What are two examples of measurements are bound within algorithms to establish complexity classes,What are two examples of measurements are bound within algorithms to establish complexity classes,time or space,,0.0,0.0,0.0,0,True,2025-07-10T06:12:11.768754
question_mark_20250710_060653,without_question_mark,200,What function is used by algorithms to define measurements like time or space?,What function is used by algorithms to define measurements like time or space,What function is used by algorithms to define measurements like time or space,bounding,,0.0,0.0,0.0,0,True,2025-07-10T06:12:12.163133
question_mark_20250710_060653,without_question_mark,201,Bounding of time and space or similar measurements is often used by algorithms to define what?,Bounding of time and space or similar measurements is often used by algorithms to define what,Bounding of time and space or similar measurements is often used by algorithms to define what,complexity classes,distance,0.0,0.0,0.0,1,True,2025-07-10T06:12:12.512426
question_mark_20250710_060653,without_question_mark,202,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines?,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines,What are three examples of complexity classes associated with definitions established by probabilistic Turing machines,"BPP, ZPP and RP",rlp,0.0,0.0,0.0,1,True,2025-07-10T06:12:12.786292
question_mark_20250710_060653,without_question_mark,203,AC and NC are complexity classes typically associated with what type of circuit?,AC and NC are complexity classes typically associated with what type of circuit,AC and NC are complexity classes typically associated with what type of circuit,Boolean,alternating,0.0,0.0,0.0,1,True,2025-07-10T06:12:13.441849
question_mark_20250710_060653,without_question_mark,204,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine?,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine,BQP and QMA are examples of complexity classes most commonly associated with what type of Turing machine,quantum,quantum computer,0.0,0.6666666666666666,1.0,2,True,2025-07-10T06:12:14.204748
question_mark_20250710_060653,without_question_mark,205,What is the expression used to represent a complexity class of counting problems?,What is the expression used to represent a complexity class of counting problems,What is the expression used to represent a complexity class of counting problems,#P,♯,0.0,0.0,0.0,1,True,2025-07-10T06:12:14.866247
question_mark_20250710_060653,without_question_mark,206,IP and AM are most commonly defined by what type of proof system?,IP and AM are most commonly defined by what type of proof system,IP and AM are most commonly defined by what type of proof system,Interactive,iscsi,0.0,0.0,0.0,1,True,2025-07-10T06:12:15.339021
question_mark_20250710_060653,without_question_mark,207,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed?,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed,What is an example of a measurement within a complexity class that would create a bigger set of problems if the bounds were relaxed,computation time,unit of complexity,0.0,0.0,0.0,3,True,2025-07-10T06:12:15.904207
question_mark_20250710_060653,without_question_mark,208,In what expression can one expect to find DTIME(n),In what expression can one expect to find DTIME(n),In what expression can one expect to find DTIME(n),DTIME(n2),time - warren,0.0,0.0,0.0,3,False,2025-07-10T06:12:16.398868
question_mark_20250710_060653,without_question_mark,209,What theorems are responsible for determining questions of time and space requirements?,What theorems are responsible for determining questions of time and space requirements,What theorems are responsible for determining questions of time and space requirements,time and space hierarchy theorems,space hierarchy,0.0,0.5714285714285715,0.4,2,True,2025-07-10T06:12:17.023201
question_mark_20250710_060653,without_question_mark,210,Resources are constrained by hierarchy theorems to produce what?,Resources are constrained by hierarchy theorems to produce what,Resources are constrained by hierarchy theorems to produce what,a proper hierarchy on the classes defined,social,0.0,0.0,0.0,1,True,2025-07-10T06:12:17.527148
question_mark_20250710_060653,without_question_mark,211,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved?,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved,What kind of statement is made in the effort of establishing the time and space requirements needed to enhance the ultimate number of problems solved,quantitative statements,problem / solution,0.0,0.0,0.0,3,True,2025-07-10T06:12:18.258183
question_mark_20250710_060653,without_question_mark,212,What is the foundation for separation results within complexity classes?,What is the foundation for separation results within complexity classes,What is the foundation for separation results within complexity classes,time and space hierarchy theorems,pareto chart,0.0,0.0,0.0,2,True,2025-07-10T06:12:18.805848
question_mark_20250710_060653,without_question_mark,213,What is responsible for constraining P according to the time hierarchy theorem?,What is responsible for constraining P according to the time hierarchy theorem,What is responsible for constraining P according to the time hierarchy theorem,EXPTIME,its own variable p,0.0,0.0,0.0,4,True,2025-07-10T06:12:19.297440
question_mark_20250710_060653,without_question_mark,214,Within what variable is L constrained according to the space hierarchy theorem?,Within what variable is L constrained according to the space hierarchy theorem,Within what variable is L constrained according to the space hierarchy theorem,PSPACE,variable a against variable b,0.0,0.0,0.0,5,True,2025-07-10T06:12:19.734316
question_mark_20250710_060653,without_question_mark,215,What concept is frequently used to define complexity classes?,What concept is frequently used to define complexity classes,What concept is frequently used to define complexity classes,reduction,function problems,0.0,0.0,0.0,2,True,2025-07-10T06:12:20.250460
question_mark_20250710_060653,without_question_mark,216,Reduction essentially takes one problem and converts into what?,Reduction essentially takes one problem and converts into what,Reduction essentially takes one problem and converts into what,another problem,another problem,1.0,1.0,1.0,2,True,2025-07-10T06:12:21.230639
question_mark_20250710_060653,without_question_mark,217,"According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y?","According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y","According to reduction, if X and Y can be solved by the same algorithm then X performs what function in relationship to Y",reduces,factorials n!,0.0,0.0,0.0,2,True,2025-07-10T06:12:22.004728
question_mark_20250710_060653,without_question_mark,218,What are two examples of different types of reduction?,What are two examples of different types of reduction,What are two examples of different types of reduction,Karp reductions and Levin reductions,reduction of carbonylthreonylthreonylglutaminylalanyl... isoleucine,0.0,0.0,0.0,4,True,2025-07-10T06:12:23.110098
question_mark_20250710_060653,without_question_mark,219,Polynomial time reductions are an example of what?,Polynomial time reductions are an example of what,Polynomial time reductions are an example of what,the bound on the complexity of reductions,truth - table reductions,0.0,0.2,0.16666666666666666,4,True,2025-07-10T06:12:23.693455
question_mark_20250710_060653,without_question_mark,220,What is the most frequently employed type of reduction?,What is the most frequently employed type of reduction,What is the most frequently employed type of reduction,polynomial-time reduction,carbide reduction,0.0,0.5,0.5,2,True,2025-07-10T06:12:24.470354
question_mark_20250710_060653,without_question_mark,221,What equates to a squared integer according to polynomial time reduction?,What equates to a squared integer according to polynomial time reduction,What equates to a squared integer according to polynomial time reduction,multiplying two integers,− 1 / 12,0.0,0.0,0.0,4,True,2025-07-10T06:12:25.285498
question_mark_20250710_060653,without_question_mark,222,What measurement of time is used in polynomial time reduction?,What measurement of time is used in polynomial time reduction,What measurement of time is used in polynomial time reduction,polynomial time,polynomial time,1.0,1.0,1.0,2,True,2025-07-10T06:12:25.755979
question_mark_20250710_060653,without_question_mark,223,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?  ,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?,What would need to remain constant in a multiplication algorithm to produce the same outcome whether multiplying or squaring two integers?,input,,0.0,0.0,0.0,0,False,2025-07-10T06:12:26.151877
question_mark_20250710_060653,without_question_mark,224,According to polynomial time reduction squaring can ultimately be logically reduced to what?,According to polynomial time reduction squaring can ultimately be logically reduced to what,According to polynomial time reduction squaring can ultimately be logically reduced to what,multiplication,factorials n!,0.0,0.0,0.0,2,True,2025-07-10T06:12:26.563526
question_mark_20250710_060653,without_question_mark,225,The complexity of problems often depends on what?,The complexity of problems often depends on what,The complexity of problems often depends on what,the type of reduction being used,resources,0.0,0.0,0.0,1,True,2025-07-10T06:12:26.909442
question_mark_20250710_060653,without_question_mark,226,What would create a conflict between a problem X and problem C within the context of reduction? ,What would create a conflict between a problem X and problem C within the context of reduction?,What would create a conflict between a problem X and problem C within the context of reduction?,if every problem in C can be reduced to X,what turns you on?,0.0,0.0,0.0,4,False,2025-07-10T06:12:27.382192
question_mark_20250710_060653,without_question_mark,227,An algorithm for X which reduces to C would us to do what?,An algorithm for X which reduces to C would us to do what,An algorithm for X which reduces to C would us to do what,solve any problem in C,,0.0,0.0,0.0,0,True,2025-07-10T06:12:27.952500
question_mark_20250710_060653,without_question_mark,228,A problem set that that is hard for the expression NP can also be stated how?,A problem set that that is hard for the expression NP can also be stated how,A problem set that that is hard for the expression NP can also be stated how,NP-hard,solvable,0.0,0.0,0.0,1,True,2025-07-10T06:12:28.605438
question_mark_20250710_060653,without_question_mark,229,The hardest problems in NP can be analogously written as what class of problems?,The hardest problems in NP can be analogously written as what class of problems,The hardest problems in NP can be analogously written as what class of problems,NP-complete,decision problems,0.0,0.0,0.0,2,True,2025-07-10T06:12:29.248880
question_mark_20250710_060653,without_question_mark,230,NP complete problems contain the lowest likelihood of being located in what problem class?,NP complete problems contain the lowest likelihood of being located in what problem class,NP complete problems contain the lowest likelihood of being located in what problem class,NP,decision problem,0.0,0.0,0.0,2,True,2025-07-10T06:12:29.658498
question_mark_20250710_060653,without_question_mark,231,"If P = NP is unsolved, and reduction is applied to a known NP-complete problem vis a vis Π2 to  Π1, what conclusion can be drawn for Π1?","If P = NP is unsolved, and reduction is applied to a known NP-complete problem vis a vis Π2 to  Π1, what conclusion can be drawn for Π1","If P = NP is unsolved, and reduction is applied to a known NP-complete problem vis a vis Π2 to  Π1, what conclusion can be drawn for Π1",there is no known polynomial-time solution,2018,0.0,0.0,0.0,1,True,2025-07-10T06:12:29.943047
question_mark_20250710_060653,without_question_mark,232,"If polynomial time can be utilized within an NP-complete problem, what does the imply P is equal to?","If polynomial time can be utilized within an NP-complete problem, what does the imply P is equal to","If polynomial time can be utilized within an NP-complete problem, what does the imply P is equal to",NP,completeness,0.0,0.0,0.0,1,True,2025-07-10T06:12:30.437582
question_mark_20250710_060653,without_question_mark,233,What complexity class is characterized by a computational tasks and efficient algorithms?,What complexity class is characterized by a computational tasks and efficient algorithms,What complexity class is characterized by a computational tasks and efficient algorithms,P,computational algorithms,0.0,0.0,0.0,2,True,2025-07-10T06:12:30.978437
question_mark_20250710_060653,without_question_mark,234,What hypothesis is associated with the complexity class of P viewed as a mathematical abstraction with efficient algorithmic functionality?,What hypothesis is associated with the complexity class of P viewed as a mathematical abstraction with efficient algorithmic functionality,What hypothesis is associated with the complexity class of P viewed as a mathematical abstraction with efficient algorithmic functionality,Cobham–Edmonds thesis,efficiently solvable,0.0,0.0,0.0,2,True,2025-07-10T06:12:31.704146
question_mark_20250710_060653,without_question_mark,235,What complexity class is commonly characterized by unknown algorithms to enhance solvability?,What complexity class is commonly characterized by unknown algorithms to enhance solvability,What complexity class is commonly characterized by unknown algorithms to enhance solvability,NP,non-coding,0.0,0.0,0.0,1,True,2025-07-10T06:12:32.138329
question_mark_20250710_060653,without_question_mark,236,What is an example of a problem that rests within the NP complexity class?,What is an example of a problem that rests within the NP complexity class,What is an example of a problem that rests within the NP complexity class,Boolean satisfiability problem,decision problems,0.0,0.0,0.0,2,True,2025-07-10T06:12:32.631067
question_mark_20250710_060653,without_question_mark,237,In what theoretical machine is it confirmed that a problem in P belies membership in the NP class?,In what theoretical machine is it confirmed that a problem in P belies membership in the NP class,In what theoretical machine is it confirmed that a problem in P belies membership in the NP class,Turing machines,ennett's test,0.0,0.0,0.0,2,True,2025-07-10T06:12:33.101048
question_mark_20250710_060653,without_question_mark,238,"If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems?","If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems","If P is ultimately proven to be equal tot NP, what effect would this have on the efficiency of problems",more efficient solutions,,0.0,0.0,0.0,0,True,2025-07-10T06:12:33.475322
question_mark_20250710_060653,without_question_mark,239,What is a particular problem in biology that would benefit from determining that P = NP?,What is a particular problem in biology that would benefit from determining that P = NP,What is a particular problem in biology that would benefit from determining that P = NP,protein structure prediction,,0.0,0.0,0.0,0,True,2025-07-10T06:12:34.070989
question_mark_20250710_060653,without_question_mark,240,What is the prize offered for finding a solution to P=NP?,What is the prize offered for finding a solution to P=NP,What is the prize offered for finding a solution to P=NP,"$1,000,000","us $1,000,000",0.0,0.6666666666666666,1.0,2,True,2025-07-10T06:12:35.012047
question_mark_20250710_060653,without_question_mark,241,Who demonstrated that P= NP implies problems not present in P or NP-complete?,Who demonstrated that P= NP implies problems not present in P or NP-complete,Who demonstrated that P= NP implies problems not present in P or NP-complete,Ladner,john nash,0.0,0.0,0.0,2,True,2025-07-10T06:12:35.612028
question_mark_20250710_060653,without_question_mark,242,What is the name for a problem that meets Ladner's assertion?,What is the name for a problem that meets Ladner's assertion,What is the name for a problem that meets Ladner's assertion,NP-intermediate problems,scientific problem,0.0,0.0,0.0,2,True,2025-07-10T06:12:35.950667
question_mark_20250710_060653,without_question_mark,243,What is an example of an NP-intermediate problem not known to exist in P or NP-complete? ,What is an example of an NP-intermediate problem not known to exist in P or NP-complete?,What is an example of an NP-intermediate problem not known to exist in P or NP-complete?,graph isomorphism problem,solution,0.0,0.0,0.0,1,False,2025-07-10T06:12:36.553081
question_mark_20250710_060653,without_question_mark,244,What is the problem attributed to defining if two finite graphs are isomorphic?,What is the problem attributed to defining if two finite graphs are isomorphic,What is the problem attributed to defining if two finite graphs are isomorphic,The graph isomorphism problem,graph isomorphism,0.0,0.6666666666666666,0.5,2,True,2025-07-10T06:12:37.337445
question_mark_20250710_060653,without_question_mark,245,What class is most commonly not ascribed to the graph isomorphism problem in spite of definitive determination?,What class is most commonly not ascribed to the graph isomorphism problem in spite of definitive determination,What class is most commonly not ascribed to the graph isomorphism problem in spite of definitive determination,NP-complete,,0.0,0.0,0.0,0,True,2025-07-10T06:12:37.688333
question_mark_20250710_060653,without_question_mark,246,What finite hierarchy implies that the graph isomorphism problem is NP-complete? ,What finite hierarchy implies that the graph isomorphism problem is NP-complete?,What finite hierarchy implies that the graph isomorphism problem is NP-complete?,polynomial time hierarchy,polynomial hierarchy,0.0,0.8,0.6666666666666666,2,False,2025-07-10T06:12:38.275159
question_mark_20250710_060653,without_question_mark,247,To what level would the polynomial time hierarchy collapse if graph isomorphism is NP-complete?,To what level would the polynomial time hierarchy collapse if graph isomorphism is NP-complete,To what level would the polynomial time hierarchy collapse if graph isomorphism is NP-complete,second level,a finite level,0.0,0.4,0.5,3,True,2025-07-10T06:12:38.717598
question_mark_20250710_060653,without_question_mark,248,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism?,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism,Laszlo Babai and Eugene Luks,kruskal's algorithm,0.0,0.0,0.0,2,True,2025-07-10T06:12:39.220304
question_mark_20250710_060653,without_question_mark,249,What computational problem is commonly associated with prime factorization?,What computational problem is commonly associated with prime factorization,What computational problem is commonly associated with prime factorization,The integer factorization problem,,0.0,0.0,0.0,0,True,2025-07-10T06:12:39.837222
question_mark_20250710_060653,without_question_mark,250,The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable? ,The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable?,The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable?,k,variable a against variable b,0.0,0.0,0.0,5,False,2025-07-10T06:12:40.532649
question_mark_20250710_060653,without_question_mark,251,That there currently exists no known integer factorization problem underpins what commonly used system?,That there currently exists no known integer factorization problem underpins what commonly used system,That there currently exists no known integer factorization problem underpins what commonly used system,modern cryptographic systems,cryptography,0.0,0.0,0.0,1,True,2025-07-10T06:12:40.870224
question_mark_20250710_060653,without_question_mark,252,What is the most well-known algorithm associated with the integer factorization problem?,What is the most well-known algorithm associated with the integer factorization problem,What is the most well-known algorithm associated with the integer factorization problem,the general number field sieve,shor's algorithm,0.0,0.0,0.0,2,True,2025-07-10T06:12:41.495535
question_mark_20250710_060653,without_question_mark,253,What is the unproven assumption generally ascribed to the value of complexity classes?,What is the unproven assumption generally ascribed to the value of complexity classes,What is the unproven assumption generally ascribed to the value of complexity classes,suspected to be unequal,discredited,0.0,0.0,0.0,1,True,2025-07-10T06:12:42.013865
question_mark_20250710_060653,without_question_mark,254,What is an expression that can be used to illustrate the suspected inequality of complexity classes?,What is an expression that can be used to illustrate the suspected inequality of complexity classes,What is an expression that can be used to illustrate the suspected inequality of complexity classes,P ⊆ NP ⊆ PP ⊆ PSPACE,factorials n!,0.0,0.0,0.0,2,True,2025-07-10T06:12:42.879446
question_mark_20250710_060653,without_question_mark,255,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located?","Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located","Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located",between P and PSPACE,,0.0,0.0,0.0,0,True,2025-07-10T06:12:43.286642
question_mark_20250710_060653,without_question_mark,256,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory?,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory,Proving that any of these classes are unequal,,0.0,0.0,0.0,0,True,2025-07-10T06:12:43.676792
question_mark_20250710_060653,without_question_mark,257,In what complexity class do complement problems of NP problems exist?,In what complexity class do complement problems of NP problems exist,In what complexity class do complement problems of NP problems exist,co-NP,n - problems,0.0,0.0,0.0,3,True,2025-07-10T06:12:43.995611
question_mark_20250710_060653,without_question_mark,258,How do the yes/no answers of a complement problem of NP appear?,How do the yes/no answers of a complement problem of NP appear,How do the yes/no answers of a complement problem of NP appear,reversed,,0.0,0.0,0.0,0,True,2025-07-10T06:12:44.418793
question_mark_20250710_060653,without_question_mark,259,What is commonly believed to be the value relationship between P and co-NP,What is commonly believed to be the value relationship between P and co-NP,What is commonly believed to be the value relationship between P and co-NP,not equal,negative ( ρ ),0.0,0.0,0.0,4,False,2025-07-10T06:12:44.884564
question_mark_20250710_060653,without_question_mark,260,What implication can be derived for P and NP if P and co-NP are established to be unequal?,What implication can be derived for P and NP if P and co-NP are established to be unequal,What implication can be derived for P and NP if P and co-NP are established to be unequal,P is not equal to NP,indifference,0.0,0.0,0.0,1,True,2025-07-10T06:12:45.462435
question_mark_20250710_060653,without_question_mark,261,What variable is associated with all problems solved within logarithmic space?,What variable is associated with all problems solved within logarithmic space,What variable is associated with all problems solved within logarithmic space,L,variable a against variable b,0.0,0.0,0.0,5,True,2025-07-10T06:12:46.202939
question_mark_20250710_060653,without_question_mark,262,"Though unkown, what are the most commonly ascribed attributes of L in relation to P","Though unkown, what are the most commonly ascribed attributes of L in relation to P","Though unkown, what are the most commonly ascribed attributes of L in relation to P",strictly contained in P or equal to P,aegilops,0.0,0.0,0.0,1,False,2025-07-10T06:12:46.681236
question_mark_20250710_060653,without_question_mark,263,What lies between L and P that prevents a definitive determination of the relationship between L and P?,What lies between L and P that prevents a definitive determination of the relationship between L and P,What lies between L and P that prevents a definitive determination of the relationship between L and P,complexity classes,the,0.0,0.0,0.0,1,True,2025-07-10T06:12:47.021594
question_mark_20250710_060653,without_question_mark,264,What are two complexity classes between L and P?,What are two complexity classes between L and P,What are two complexity classes between L and P,NL and NC,l ( decision problems ),0.0,0.0,0.0,5,True,2025-07-10T06:12:47.558521
question_mark_20250710_060653,without_question_mark,265,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P?,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P,if they are distinct or equal classes,unknown,0.0,0.0,0.0,1,True,2025-07-10T06:12:48.123453
question_mark_20250710_060653,without_question_mark,266,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what?,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,intractable problems,mathematical problem,0.0,0.0,0.0,2,True,2025-07-10T06:12:48.729291
question_mark_20250710_060653,without_question_mark,267,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm?,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,exponential-time algorithms,undecidable problem,0.0,0.0,0.0,2,True,2025-07-10T06:12:49.277960
question_mark_20250710_060653,without_question_mark,268,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable?","If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable","If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable",NP-complete problems,,0.0,0.0,0.0,0,True,2025-07-10T06:12:49.651183
question_mark_20250710_060653,without_question_mark,269,What eponymous variation of arithmetic presents a decision problem not evidenced in P?,What eponymous variation of arithmetic presents a decision problem not evidenced in P,What eponymous variation of arithmetic presents a decision problem not evidenced in P,Presburger arithmetic,peano arithmetic,0.0,0.5,0.5,2,True,2025-07-10T06:12:50.042045
question_mark_20250710_060653,without_question_mark,270,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time?","Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time","Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time",algorithms have been written,despite the presburger problem,0.0,0.0,0.0,4,True,2025-07-10T06:12:50.342236
question_mark_20250710_060653,without_question_mark,271,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes?,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,NP-complete knapsack problem,straw man,0.0,0.0,0.0,2,True,2025-07-10T06:12:51.080910
question_mark_20250710_060653,without_question_mark,272,How quickly can an algorithm solve an NP-complete knapsack problem?,How quickly can an algorithm solve an NP-complete knapsack problem,How quickly can an algorithm solve an NP-complete knapsack problem,in less than quadratic time,in polynomial time,0.0,0.5,0.4,3,True,2025-07-10T06:12:51.774504
question_mark_20250710_060653,without_question_mark,273,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms?,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,NP-complete Boolean satisfiability problem,data interpretation,0.0,0.0,0.0,2,True,2025-07-10T06:12:52.188870
question_mark_20250710_060653,without_question_mark,274,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems?,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,foundations were laid out,empirical algorithmics,0.0,0.0,0.0,2,True,2025-07-10T06:12:52.519065
question_mark_20250710_060653,without_question_mark,275,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems?,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,Alan Turing,gregory john chaitin,0.0,0.0,0.0,3,True,2025-07-10T06:12:53.168244
question_mark_20250710_060653,without_question_mark,276,What theoretical device is attributed to Alan Turing?,What theoretical device is attributed to Alan Turing,What theoretical device is attributed to Alan Turing,Turing machines,artificial intelligence,0.0,0.0,0.0,2,True,2025-07-10T06:12:53.866164
question_mark_20250710_060653,without_question_mark,277,In what year was the Alan Turing's definitional model of a computing device received?,In what year was the Alan Turing's definitional model of a computing device received,In what year was the Alan Turing's definitional model of a computing device received,1936,1936,1.0,1.0,1.0,1,True,2025-07-10T06:12:54.483682
question_mark_20250710_060653,without_question_mark,278,In the most basic sense what did a Turing machine emulate?,In the most basic sense what did a Turing machine emulate,In the most basic sense what did a Turing machine emulate,a computer,an arbitrary turing machine,0.0,0.0,0.0,4,True,2025-07-10T06:12:54.922730
question_mark_20250710_060653,without_question_mark,279,What paper is commonly considered the bellwether ushering in systematic studies computational complexity?,What paper is commonly considered the bellwether ushering in systematic studies computational complexity,What paper is commonly considered the bellwether ushering in systematic studies computational complexity,On the Computational Complexity of Algorithms,peter mitchell's paper,0.0,0.0,0.0,3,True,2025-07-10T06:12:55.498373
question_mark_20250710_060653,without_question_mark,280,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""?","What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""","What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""",Juris Hartmanis and Richard Stearns,alonzo church,0.0,0.0,0.0,2,True,2025-07-10T06:12:56.431562
question_mark_20250710_060653,without_question_mark,281,In what year was Hatmanis and Stearn's seminal work in computational complexity received? ,In what year was Hatmanis and Stearn's seminal work in computational complexity received?,In what year was Hatmanis and Stearn's seminal work in computational complexity received?,1965,1980,0.0,0.0,0.0,1,False,2025-07-10T06:12:56.976263
question_mark_20250710_060653,without_question_mark,282,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""?","What complex measurements were defined by ""On the Computational Complexity of Algorithms""","What complex measurements were defined by ""On the Computational Complexity of Algorithms""",time and space,time complexity,0.0,0.4,0.3333333333333333,2,True,2025-07-10T06:12:57.725622
question_mark_20250710_060653,without_question_mark,283,"In what year did Edmond's characterize a ""good"" algorithm?","In what year did Edmond's characterize a ""good"" algorithm","In what year did Edmond's characterize a ""good"" algorithm",1965,1967,0.0,0.0,0.0,1,True,2025-07-10T06:12:58.100442
question_mark_20250710_060653,without_question_mark,284,Who provided a definition of linear bounded automata in 1960?,Who provided a definition of linear bounded automata in 1960,Who provided a definition of linear bounded automata in 1960,John Myhill,john von neumann,0.0,0.4,0.5,3,True,2025-07-10T06:12:58.526442
question_mark_20250710_060653,without_question_mark,285,In what year did Raymond Sullivan publish a study of rudimentary sets?,In what year did Raymond Sullivan publish a study of rudimentary sets,In what year did Raymond Sullivan publish a study of rudimentary sets,1961,1790,0.0,0.0,0.0,1,True,2025-07-10T06:12:58.999186
question_mark_20250710_060653,without_question_mark,286,"In 1962, who was responsible for the authorship of a paper published on real time-computations?","In 1962, who was responsible for the authorship of a paper published on real time-computations","In 1962, who was responsible for the authorship of a paper published on real time-computations",Hisao Yamada,empedocles,0.0,0.0,0.0,1,True,2025-07-10T06:12:59.704170
