experiment_id,template,template_purpose,question_id,question,formatted_prompt,true_answer,generated_answer,exact_match,f1_score,token_overlap,answer_length,timestamp
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,248,Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism,"Give a factual, concise answer to: Who are commonly associated with the algorithm typically considered the most effective with respect to finite polynomial hierarchy and graph isomorphism",Laszlo Babai and Eugene Luks,turing,0.0,0.0,0.0,1,2025-07-11T07:05:16.461576
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,249,What computational problem is commonly associated with prime factorization,"Give a factual, concise answer to: What computational problem is commonly associated with prime factorization",The integer factorization problem,decision problem,0.0,0.3333333333333333,0.25,2,2025-07-11T07:05:16.660113
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,250,The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable?,"Give a factual, concise answer to: The integer factorization problem essentially seeks to determine if the value of of an input is less than what variable?",k,variable a against variable b,0.0,0.0,0.0,5,2025-07-11T07:05:16.941326
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,251,That there currently exists no known integer factorization problem underpins what commonly used system,"Give a factual, concise answer to: That there currently exists no known integer factorization problem underpins what commonly used system",modern cryptographic systems,cryptography,0.0,0.0,0.0,1,2025-07-11T07:05:17.251978
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,252,What is the most well-known algorithm associated with the integer factorization problem,"Give a factual, concise answer to: What is the most well-known algorithm associated with the integer factorization problem",the general number field sieve,dixon's factorization method,0.0,0.0,0.0,3,2025-07-11T07:05:17.549631
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,253,What is the unproven assumption generally ascribed to the value of complexity classes,"Give a factual, concise answer to: What is the unproven assumption generally ascribed to the value of complexity classes",suspected to be unequal,uncertainty in the method,0.0,0.0,0.0,4,2025-07-11T07:05:17.916171
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,254,What is an expression that can be used to illustrate the suspected inequality of complexity classes,"Give a factual, concise answer to: What is an expression that can be used to illustrate the suspected inequality of complexity classes",P ⊆ NP ⊆ PP ⊆ PSPACE,law of conservation,0.0,0.0,0.0,3,2025-07-11T07:05:18.144998
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,255,"Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located","Give a factual, concise answer to: Where can the complexity classes RP, BPP, PP, BQP, MA, and PH be located",between P and PSPACE,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:05:18.411568
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,256,What evidence between and among complexity classes would signify a theoretical watershed for complexity theory,"Give a factual, concise answer to: What evidence between and among complexity classes would signify a theoretical watershed for complexity theory",Proving that any of these classes are unequal,evidence for evolution,0.0,0.0,0.0,3,2025-07-11T07:05:18.753065
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,257,In what complexity class do complement problems of NP problems exist,"Give a factual, concise answer to: In what complexity class do complement problems of NP problems exist",co-NP,yes,0.0,0.0,0.0,1,2025-07-11T07:05:18.961178
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,258,How do the yes/no answers of a complement problem of NP appear,"Give a factual, concise answer to: How do the yes/no answers of a complement problem of NP appear",reversed,complements,0.0,0.0,0.0,1,2025-07-11T07:05:19.194861
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,259,What is commonly believed to be the value relationship between P and co-NP,"Give a factual, concise answer to: What is commonly believed to be the value relationship between P and co-NP",not equal,1 : 1,0.0,0.0,0.0,3,2025-07-11T07:05:19.542272
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,260,What implication can be derived for P and NP if P and co-NP are established to be unequal,"Give a factual, concise answer to: What implication can be derived for P and NP if P and co-NP are established to be unequal",P is not equal to NP,true,0.0,0.0,0.0,1,2025-07-11T07:05:19.700908
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,261,What variable is associated with all problems solved within logarithmic space,"Give a factual, concise answer to: What variable is associated with all problems solved within logarithmic space",L,,0.0,0.0,0.0,0,2025-07-11T07:05:19.905084
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,262,"Though unkown, what are the most commonly ascribed attributes of L in relation to P","Give a factual, concise answer to: Though unkown, what are the most commonly ascribed attributes of L in relation to P",strictly contained in P or equal to P,physiological,0.0,0.0,0.0,1,2025-07-11T07:05:20.276960
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,263,What lies between L and P that prevents a definitive determination of the relationship between L and P,"Give a factual, concise answer to: What lies between L and P that prevents a definitive determination of the relationship between L and P",complexity classes,drought,0.0,0.0,0.0,1,2025-07-11T07:05:20.540111
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,264,What are two complexity classes between L and P,"Give a factual, concise answer to: What are two complexity classes between L and P",NL and NC,l and p,0.0,0.3333333333333333,0.3333333333333333,3,2025-07-11T07:05:20.776082
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,265,What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P,"Give a factual, concise answer to: What is unknown about the complexity classes between L and P that further prevents determining the value relationship between L and P",if they are distinct or equal classes,,0.0,0.0,0.0,0,2025-07-11T07:05:21.057819
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,266,Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what,"Give a factual, concise answer to: Problems capable of theoretical solutions but consuming unreasonable time in practical application are known as what",intractable problems,mathematical problem,0.0,0.0,0.0,2,2025-07-11T07:05:21.267496
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,267,Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm,"Give a factual, concise answer to: Intractable problems lacking polynomial time solutions necessarily negate the practical efficacy of what type of algorithm",exponential-time algorithms,summation,0.0,0.0,0.0,1,2025-07-11T07:05:21.483130
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,268,"If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable","Give a factual, concise answer to: If NP is not equal to P, viewed through this lens, what type of problems can also be considered intractable",NP-complete problems,highest common factor,0.0,0.0,0.0,3,2025-07-11T07:05:21.828467
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,269,What eponymous variation of arithmetic presents a decision problem not evidenced in P,"Give a factual, concise answer to: What eponymous variation of arithmetic presents a decision problem not evidenced in P",Presburger arithmetic,factorials n!,0.0,0.0,0.0,2,2025-07-11T07:05:22.074906
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,270,"Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time","Give a factual, concise answer to: Despite the Presburger problem, and in view of intractability, what has been done to establish solutions in reasonable periods of time",algorithms have been written,the question,0.0,0.0,0.0,2,2025-07-11T07:05:22.356310
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,271,What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes,"Give a factual, concise answer to: What is an example of a problem to which effective algorithms have provided a solution in spite of the intractability associated with the breadth of sizes",NP-complete knapsack problem,reachability,0.0,0.0,0.0,1,2025-07-11T07:05:22.718344
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,272,How quickly can an algorithm solve an NP-complete knapsack problem,"Give a factual, concise answer to: How quickly can an algorithm solve an NP-complete knapsack problem",in less than quadratic time,120 minutes,0.0,0.0,0.0,2,2025-07-11T07:05:22.874874
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,273,What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms,"Give a factual, concise answer to: What is the example of another problem characterized by large instances that is routinely solved by SAT handlers employing efficient algorithms",NP-complete Boolean satisfiability problem,Boolean satisfiability problem,0.0,0.8571428571428571,0.75,3,2025-07-11T07:05:23.135655
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,274,What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems,"Give a factual, concise answer to: What tactic did researchers employ to offset the former deficit of work surrounding the complexity of algorithmic problems",foundations were laid out,data interpretation,0.0,0.0,0.0,2,2025-07-11T07:05:23.481369
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,275,Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems,"Give a factual, concise answer to: Who was the most influential researcher among those grappling with the deficit of work surrounding the complexity posed by algorithmic problems",Alan Turing,alan turing,1.0,1.0,1.0,2,2025-07-11T07:05:23.760510
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,276,What theoretical device is attributed to Alan Turing,"Give a factual, concise answer to: What theoretical device is attributed to Alan Turing",Turing machines,the turing test,0.0,0.4,0.5,3,2025-07-11T07:05:24.082345
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,277,In what year was the Alan Turing's definitional model of a computing device received,"Give a factual, concise answer to: In what year was the Alan Turing's definitional model of a computing device received",1936,1950,0.0,0.0,0.0,1,2025-07-11T07:05:24.207844
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,278,In the most basic sense what did a Turing machine emulate,"Give a factual, concise answer to: In the most basic sense what did a Turing machine emulate",a computer,an arbitrary turing machine,0.0,0.0,0.0,4,2025-07-11T07:05:24.448139
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,279,What paper is commonly considered the bellwether ushering in systematic studies computational complexity,"Give a factual, concise answer to: What paper is commonly considered the bellwether ushering in systematic studies computational complexity",On the Computational Complexity of Algorithms,white paper,0.0,0.0,0.0,2,2025-07-11T07:05:24.700110
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,280,"What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""","Give a factual, concise answer to: What individuals were responsible for authoring ""On the Computational Complexity of Algorithms""",Juris Hartmanis and Richard Stearns,alan turing,0.0,0.0,0.0,2,2025-07-11T07:05:25.127947
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,281,In what year was Hatmanis and Stearn's seminal work in computational complexity received?,"Give a factual, concise answer to: In what year was Hatmanis and Stearn's seminal work in computational complexity received?",1965,2009,0.0,0.0,0.0,1,2025-07-11T07:05:25.360045
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,282,"What complex measurements were defined by ""On the Computational Complexity of Algorithms""","Give a factual, concise answer to: What complex measurements were defined by ""On the Computational Complexity of Algorithms""",time and space,computational complexity,0.0,0.0,0.0,2,2025-07-11T07:05:25.603956
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,283,"In what year did Edmond's characterize a ""good"" algorithm","Give a factual, concise answer to: In what year did Edmond's characterize a ""good"" algorithm",1965,1876,0.0,0.0,0.0,1,2025-07-11T07:05:25.980111
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,284,Who provided a definition of linear bounded automata in 1960,"Give a factual, concise answer to: Who provided a definition of linear bounded automata in 1960",John Myhill,john von neumann,0.0,0.4,0.5,3,2025-07-11T07:05:26.198597
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,285,In what year did Raymond Sullivan publish a study of rudimentary sets,"Give a factual, concise answer to: In what year did Raymond Sullivan publish a study of rudimentary sets",1961,"march 28, 2007",0.0,0.0,0.0,3,2025-07-11T07:05:26.502711
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,286,"In 1962, who was responsible for the authorship of a paper published on real time-computations","Give a factual, concise answer to: In 1962, who was responsible for the authorship of a paper published on real time-computations",Hisao Yamada,real - time inflation,0.0,0.0,0.0,4,2025-07-11T07:05:26.773104
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,287,What is the concrete choice typically assumed by most complexity-theoretic theorems,"Give a factual, concise answer to: What is the concrete choice typically assumed by most complexity-theoretic theorems",input encoding,decision,0.0,0.0,0.0,1,2025-07-11T07:05:26.994782
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,288,"In the effort of maintaining a level of abstraction, what choice is typically left independent","Give a factual, concise answer to: In the effort of maintaining a level of abstraction, what choice is typically left independent",encoding,the programmer,0.0,0.0,0.0,2,2025-07-11T07:05:27.359478
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,289,Who is responsible for axiomatic complexity theory,"Give a factual, concise answer to: Who is responsible for axiomatic complexity theory",Manuel Blum,james bieri,0.0,0.0,0.0,2,2025-07-11T07:05:27.625526
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,290,What theorem was implicated by Manuel Blum's axioms,"Give a factual, concise answer to: What theorem was implicated by Manuel Blum's axioms",speed-up theorem,summation,0.0,0.0,0.0,1,2025-07-11T07:05:28.111467
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,291,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems,"Give a factual, concise answer to: What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems","""Reducibility Among Combinatorial Problems""",what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:05:28.301172
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,292,"How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address","Give a factual, concise answer to: How many combinatory and graph theoretical problems, formerly believed to be plagued by intractability, did Karp's paper address",21,one,0.0,0.0,0.0,1,2025-07-11T07:05:28.550580
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,293,What is Southern California often abbreviated as,"Give a factual, concise answer to: What is Southern California often abbreviated as",SoCal,oakland,0.0,0.0,0.0,1,2025-07-11T07:05:28.911924
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,294,"Despite being traditionall described as ""eight counties"", how many counties does this region actually have","Give a factual, concise answer to: Despite being traditionall described as ""eight counties"", how many counties does this region actually have",10 counties,eight,0.0,0.0,0.0,1,2025-07-11T07:05:29.105311
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,295,What is a major importance of Southern California in relation to California and the United States,"Give a factual, concise answer to: What is a major importance of Southern California in relation to California and the United States",economic center,the `` southern united states '',0.0,0.0,0.0,6,2025-07-11T07:05:29.380586
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,296,"What are the ties that best described what the ""eight counties"" are based on","Give a factual, concise answer to: What are the ties that best described what the ""eight counties"" are based on",demographics and economic ties,eight counties in eight states,0.0,0.0,0.0,5,2025-07-11T07:05:29.707683
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,297,The reasons for the las two counties to be added are based on what,"Give a factual, concise answer to: The reasons for the las two counties to be added are based on what",historical political divisions,age,0.0,0.0,0.0,1,2025-07-11T07:05:29.994282
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,298,What is the name of the region that is not defined by the eight or 10 county definitions,"Give a factual, concise answer to: What is the name of the region that is not defined by the eight or 10 county definitions",Southern California Megaregion,/>,0.0,0.0,0.0,1,2025-07-11T07:05:30.205247
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,299,How many megaregions are there in the United States,"Give a factual, concise answer to: How many megaregions are there in the United States",11,11,1.0,1.0,1.0,1,2025-07-11T07:05:30.402869
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,300,What is the name of the state that the megaregion expands to in the east,"Give a factual, concise answer to: What is the name of the state that the megaregion expands to in the east",Nevada,pennsylvania,0.0,0.0,0.0,1,2025-07-11T07:05:30.722249
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,301,Which border does the megaregion extend over,"Give a factual, concise answer to: Which border does the megaregion extend over",Mexican,,0.0,0.0,0.0,0,2025-07-11T07:05:30.934396
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,302,What is the name of the area past the border that the megaregion extends into,"Give a factual, concise answer to: What is the name of the area past the border that the megaregion extends into",Tijuana,,0.0,0.0,0.0,0,2025-07-11T07:05:31.137487
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,303,Which coastline does Southern California touch,"Give a factual, concise answer to: Which coastline does Southern California touch",Pacific,the,0.0,0.0,0.0,1,2025-07-11T07:05:31.527015
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,304,How many metropolitan areas does Southern California's population encompass,"Give a factual, concise answer to: How many metropolitan areas does Southern California's population encompass",seven,two,0.0,0.0,0.0,1,2025-07-11T07:05:31.649303
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,305,How many inhabitants does the Los Angeles area contain,"Give a factual, concise answer to: How many inhabitants does the Los Angeles area contain",12 million,1.4 million,0.0,0.5,0.5,2,2025-07-11T07:05:31.914378
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,306,Which of the three heavily populated areas has the least number of inhabitants,"Give a factual, concise answer to: Which of the three heavily populated areas has the least number of inhabitants",San Diego,desert,0.0,0.0,0.0,1,2025-07-11T07:05:32.149324
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,307,How many people does the Greater Los Angeles Area have,"Give a factual, concise answer to: How many people does the Greater Los Angeles Area have",17.5 million,about 18.7 million,0.0,0.4,0.5,3,2025-07-11T07:05:32.421232
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,308,What is the name of the water body that is found to the east,"Give a factual, concise answer to: What is the name of the water body that is found to the east",Colorado River,east sea,0.0,0.0,0.0,2,2025-07-11T07:05:32.665409
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,309,What is the name of the desert on the border of Arizona,"Give a factual, concise answer to: What is the name of the desert on the border of Arizona",Colorado Desert,sonora,0.0,0.0,0.0,1,2025-07-11T07:05:33.012722
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,310,What is the name of the desert near the border of Nevada,"Give a factual, concise answer to: What is the name of the desert near the border of Nevada",Mojave Desert,great basin,0.0,0.0,0.0,2,2025-07-11T07:05:33.226598
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,311,What is the name of the border to the south,"Give a factual, concise answer to: What is the name of the border to the south",Mexico–United States border,`` the south '',0.0,0.0,0.0,4,2025-07-11T07:05:33.651732
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,312,The cities of Los Angeles and San Diego are a part of which state,"Give a factual, concise answer to: The cities of Los Angeles and San Diego are a part of which state",California,california,1.0,1.0,1.0,1,2025-07-11T07:05:33.841499
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,313,What is the population of Los Angeles,"Give a factual, concise answer to: What is the population of Los Angeles","3,792,621","1,317,929",0.0,0.0,0.0,1,2025-07-11T07:05:34.121949
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,314,Which city is the most populous in California,"Give a factual, concise answer to: Which city is the most populous in California",Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:05:34.415165
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,315,What is the eighth most populous city in the nation,"Give a factual, concise answer to: What is the eighth most populous city in the nation",San Diego,san antonio,0.0,0.5,0.5,2,2025-07-11T07:05:34.677648
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,316,In which cardinal direction from Los Angeles is San Diego,"Give a factual, concise answer to: In which cardinal direction from Los Angeles is San Diego",south,south,1.0,1.0,1.0,1,2025-07-11T07:05:35.007056
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,317,"Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county","Give a factual, concise answer to: Orange, San Diego, Riverside and San Bernardino make up four of the five counties. What is the name of the last county",Los Angeles,,0.0,0.0,0.0,0,2025-07-11T07:05:35.266671
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,318,What country are all the counties in,"Give a factual, concise answer to: What country are all the counties in",United States,the united kingdom,0.0,0.4,0.5,3,2025-07-11T07:05:35.517433
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,319,"What are Los Angeles, Orange, San Diego, San Bernardino and Riverside","Give a factual, concise answer to: What are Los Angeles, Orange, San Diego, San Bernardino and Riverside",counties,san diego,0.0,0.0,0.0,2,2025-07-11T07:05:36.023083
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,320,What is the lowest ranking one of the counties could have in terms of most populous counties in the United States,"Give a factual, concise answer to: What is the lowest ranking one of the counties could have in terms of most populous counties in the United States",15,district of columbia,0.0,0.0,0.0,3,2025-07-11T07:05:36.188765
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,321,What is the smallest geographical region discussed,"Give a factual, concise answer to: What is the smallest geographical region discussed",counties,transjordan,0.0,0.0,0.0,1,2025-07-11T07:05:36.362485
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,322,What is the name given to the district that is associated with the motion picture industry,"Give a factual, concise answer to: What is the name given to the district that is associated with the motion picture industry",Hollywood,district of hollywood,0.0,0.5,1.0,3,2025-07-11T07:05:36.647874
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,323,Which city does the Hollywood district belong to,"Give a factual, concise answer to: Which city does the Hollywood district belong to",Los Angeles,los angeles,1.0,1.0,1.0,2,2025-07-11T07:05:37.051159
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,324,Which company owns ABC,"Give a factual, concise answer to: Which company owns ABC",The Walt Disney Company,australian broadcasting corporation,0.0,0.0,0.0,3,2025-07-11T07:05:37.405463
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,325,"Other than the motion picture and television industry, what other major industry is centered in Los Angeles","Give a factual, concise answer to: Other than the motion picture and television industry, what other major industry is centered in Los Angeles",music,media,0.0,0.0,0.0,1,2025-07-11T07:05:37.767132
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,326,"Other than Universal and Warner Brothers, what other company runs a major record company","Give a factual, concise answer to: Other than Universal and Warner Brothers, what other company runs a major record company",Sony,warner bros.,0.0,0.0,0.0,2,2025-07-11T07:05:37.994789
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,327,"Other than surf, what other culture is southern California home to","Give a factual, concise answer to: Other than surf, what other culture is southern California home to",skateboard,other culture,0.0,0.0,0.0,2,2025-07-11T07:05:38.260090
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,328,What is the name of the professional skateboarder that lives in southern California,"Give a factual, concise answer to: What is the name of the professional skateboarder that lives in southern California",Tony Hawk,what turns you on?,0.0,0.0,0.0,4,2025-07-11T07:05:38.558228
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,329,What famous snowbaorder lives in southern California,"Give a factual, concise answer to: What famous snowbaorder lives in southern California",Shaun White,"oakland, california",0.0,0.0,0.0,2,2025-07-11T07:05:38.908541
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,330,Southern California is second to which island in terms of famous serf breaks,"Give a factual, concise answer to: Southern California is second to which island in terms of famous serf breaks",Oahu,the question,0.0,0.0,0.0,2,2025-07-11T07:05:39.222619
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,331,What is the shortened name of the annual yacht race that takes place,"Give a factual, concise answer to: What is the shortened name of the annual yacht race that takes place",Transpac,yacht racing,0.0,0.0,0.0,2,2025-07-11T07:05:39.412548
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,332,What is the name of the desert city,"Give a factual, concise answer to: What is the name of the desert city",Palm Springs,rio de janeiro,0.0,0.0,0.0,3,2025-07-11T07:05:39.809695
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,333,Other than the desert city why do many locals and tourists frequent southern California,"Give a factual, concise answer to: Other than the desert city why do many locals and tourists frequent southern California",beaches,its beaches,0.0,0.6666666666666666,1.0,2,2025-07-11T07:05:40.095376
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,334,Which region of California is Palm Springs located in,"Give a factual, concise answer to: Which region of California is Palm Springs located in",southern,california,0.0,0.0,0.0,1,2025-07-11T07:05:40.455414
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,335,"Other than for its resort feel, what is Palm Springs popular for","Give a factual, concise answer to: Other than for its resort feel, what is Palm Springs popular for",open spaces,its proximity to the atlantic ocean,0.0,0.0,0.0,6,2025-07-11T07:05:40.768050
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,336,"Geographically speaking, where is California's north - south midway point in terms of latitude","Give a factual, concise answer to: Geographically speaking, where is California's north - south midway point in terms of latitude","37° 9' 58.23""",question : `` east or west '',0.0,0.0,0.0,7,2025-07-11T07:05:41.212275
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,337,How many miles south of San Jose is the north - south midway point located,"Give a factual, concise answer to: How many miles south of San Jose is the north - south midway point located",11,2.5 miles,0.0,0.0,0.0,2,2025-07-11T07:05:41.456589
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,338,"The term ""southern"" California usually refers to how many of the southern-most counties of the state","Give a factual, concise answer to: The term ""southern"" California usually refers to how many of the southern-most counties of the state",ten,,0.0,0.0,0.0,0,2025-07-11T07:05:41.660829
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,339,"Other than Point Conception, what landmark is used in the other definition of southern California","Give a factual, concise answer to: Other than Point Conception, what landmark is used in the other definition of southern California",Tehachapi Mountains,lighthouse,0.0,0.0,0.0,1,2025-07-11T07:05:42.054736
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,340,Point Conception is an example of a landmark among what boundary of southern California,"Give a factual, concise answer to: Point Conception is an example of a landmark among what boundary of southern California",northern,division between southern and central california,0.0,0.0,0.0,6,2025-07-11T07:05:42.464913
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,341,Which country used to rule California,"Give a factual, concise answer to: Which country used to rule California",Mexico,mexico,1.0,1.0,1.0,1,2025-07-11T07:05:42.874116
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,342,Los Angeles is in the lower part of what,"Give a factual, concise answer to: Los Angeles is in the lower part of what",Alta California,southern california,0.0,0.5,0.5,2,2025-07-11T07:05:43.049469
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,343,Which Californio is located in the upper part,"Give a factual, concise answer to: Which Californio is located in the upper part",Monterey,the question : `` do you like sex '',0.0,0.0,0.0,9,2025-07-11T07:05:43.410242
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,344,What was the name of the legislation passed in 1850,"Give a factual, concise answer to: What was the name of the legislation passed in 1850",the Missouri Compromise,,0.0,0.0,0.0,0,2025-07-11T07:05:43.703881
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,345,The legislation allowed California to be admitted to the Union as what kind of state,"Give a factual, concise answer to: The legislation allowed California to be admitted to the Union as what kind of state",free,a free state,0.0,0.5,1.0,3,2025-07-11T07:05:43.941086
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,346,"Other than land laws, what else were the Californios dissatisfied with","Give a factual, concise answer to: Other than land laws, what else were the Californios dissatisfied with",inequitable taxes,the idea of single citizenship,0.0,0.0,0.0,5,2025-07-11T07:05:44.259857
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,347,What was the name given to the regions in which the pro - slavery southerners lived,"Give a factual, concise answer to: What was the name given to the regions in which the pro - slavery southerners lived",Cow Counties,the southern united states,0.0,0.0,0.0,4,2025-07-11T07:05:44.501811
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,348,How many times did southern California attempt to achieve a separate statehood,"Give a factual, concise answer to: How many times did southern California attempt to achieve a separate statehood",three,three,1.0,1.0,1.0,1,2025-07-11T07:05:44.707057
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,349,What was the percentage of people that voted in favor of the Pico Act of 1859,"Give a factual, concise answer to: What was the percentage of people that voted in favor of the Pico Act of 1859",75,100.00 %,0.0,0.0,0.0,2,2025-07-11T07:05:45.099345
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,350,Which Senator was a strong advocate for the Pico Act,"Give a factual, concise answer to: Which Senator was a strong advocate for the Pico Act",Milton Latham,john mccain,0.0,0.0,0.0,2,2025-07-11T07:05:45.350319
seven_template_20250711_065702,precise_instruction,Proven successful template from small tests,351,Which newspaper defined southern California,"Give a factual, concise answer to: Which newspaper defined southern California",Los Angeles Times,`` the california paper '',0.0,0.0,0.0,5,2025-07-11T07:05:45.740477
